"","","","","","","","","","","","","","","","","","","","","",""
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated","","","","","","","","","","","","Cyclically","","Cyclically ","","","","","","",""
"Robert J. Shiller ","","","","","","","","","","","","Adjusted","","Adjusted","","","","","","",""
"","","","","","","","","","","","","Price","","Total Return Price","","","","","","",""
"","","","","  Consumer","","","","","Real","","Real","Earnings","","Earnings","","","Monthly","Real","","",""
"","S&P","","","Price","","Long","","","Total","","TR","Ratio","","Ratio","","Excess","Total","Total","10 Year","10 Year","Real 10 Year"
"","Comp.","Dividend","Earnings","Index","Date  ","Interest","Real","Real","Return","Real","Scaled","P/E10 or","","TR P/E10 or","","CAPE","Bond","Bond","Annualized Stock","Annualized Bonds ","Excess Annualized "
"Date","P","D","E","CPI","Fraction","Rate GS10","Price","Dividend","Price","Earnings","Earnings","CAPE","","TR CAPE","","Yield","Returns","Returns","Real Return","Real Return","Returns"
"1871.01","4.44","0.26","0.4","12.46406116","1871.0416666666667","5.32","93.47785645814336","5.47392853133272","93.47785645814336","8.421428509742645","8.421428509742645","NA","","NA","","","1.0041769357097787","1.0","0.13060944596425683","0.09250367635209922","0.038105769612157614"
"1871.02","4.5","0.26","0.4","12.84464132","1871.125","5.323333333333333","91.93394121183603","5.311738825572749","92.3765861139671","8.171905885496535","8.211252099019296","NA","","NA","","","1.0041797523411402","0.974423686137471","0.1308584817139513","0.09463463434450947","0.03622384736944184"
"1871.03","4.61","0.26","0.4","13.0349719","1871.2083333333333","5.326666666666667","92.80602515146195","5.234179292707182","93.69115071765772","8.052583527241818","8.129384010208913","NA","","NA","","","1.0041825689642252","0.9642089857885741","0.1309508729293516","0.0961859956344644","0.0347648772948872"
"1871.04","4.74","0.26","0.4","12.55922645","1871.2916666666665","5.33","99.03775721792162","5.432450817860681","100.43933897314915","8.357616642862585","8.475893584231995","NA","","NA","","","1.0041853855790357","1.004919008380089","0.12205603761969885","0.09097190623902263","0.031084131380676228"
"1871.05","4.86","0.26","0.4","12.27381157","1871.3749999999998","5.333333333333334","103.90636785700629","5.55877688123902","105.8466372161466","8.551964432675414","8.711657384044987","NA","","NA","","","1.0041882021855737","1.0325911467539233","0.1226380989022473","0.08948843719041011","0.0331496617118372"
"1871.06","4.82","0.26","0.4","12.08348099","1871.458333333333","5.336666666666667","104.6743617213238","5.646334864635724","107.10828620981125","8.686669022516497","8.888654457245748","NA","","NA","","","1.0041910187838414","1.0532486237736511","0.12309279994112066","0.08772491101954372","0.03536788892157694"
"1871.07","4.73","0.26","0.4","12.08348099","1871.5416666666663","5.34","102.71986119125759","5.646334864635724","105.58980774003176","8.686669022516497","8.92937063340649","NA","","NA","","","1.0041938353738404","1.0576628085399415","0.12002181566560743","0.08658085614998545","0.03344095951562198"
"1871.08","4.79","0.26","0.4","11.8932314","1871.6249999999995","5.343333333333334","105.68685899779936","5.736656229525645","109.13111344373328","8.82562496850099","9.113245381522614","NA","","NA","","","1.004196651955573","1.0790882870419878","0.11193301028006641","0.08266861094518951","0.0292643993348769"
"1871.09","4.84","0.26","0.4","12.17864628","1871.7083333333328","5.346666666666668","104.28736419463523","5.602213779050654","108.16807564062599","8.618790429308698","8.939510383522808","NA","","NA","","","1.0041994685290414","1.0582215453478223","0.11002820544053638","0.08104790478423318","0.028980300656303193"
"1871.1","4.59","0.26","0.4","12.36889587","1871.791666666666","5.3500000000000005","97.37940093111963","5.516044497187606","101.47983072879325","8.486222303365546","8.843558233446034","NA","","NA","","","1.0042022850942474","1.046320345645266","0.11476525767910162","0.08165265212472672","0.033112605554374896"
"1871.11","4.64","0.26","0.4","12.36889587","1871.8749999999993","5.3533333333333335","98.44017871904032","5.516044497187606","103.06430157895232","8.486222303365546","8.884853584392443","NA","","NA","","","1.004205101651193","1.050717282037579","0.11526991934606379","0.08259325022901964","0.032676669117044144"
